国际频道,#genre#
天津卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225485/2/index.m3u8
重庆卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225612/2/index.m3u8
黑龙江卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225586/2/index.m3u8
吉林卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225680/2/index.m3u8
海南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225722/2/index.m3u8
云南卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
贵州卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225483/2/index.m3u8
西藏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225723/2/index.m3u8
甘肃卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225724/2/index.m3u8
新疆卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225725/2/index.m3u8
宁夏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225726/2/index.m3u8
青海卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225727/2/index.m3u8
贵州卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225728/2/index.m3u8
陕西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225729/2/index.m3u8
五星体育,http://[2409:8c3c:1300:806:74::b]/liveplay-kk.rtxapp.com/live/program/live/wxtyhd8m/8000000/mnf.m3u8


央视频道,#genre#
CCTV1,http://jiexi.bulisite.top/ysp.php?id=cctv1
CCTV2,http://jiexi.bulisite.top/ysp.php?id=cctv2
CCTV3,http://jiexi.bulisite.top/ysp.php?id=cctv3
CCTV4,http://jiexi.bulisite.top/ysp.php?id=cctv4
CCTV5,http://jiexi.bulisite.top/ysp.php?id=cctv5
CCTV5+,http://jiexi.bulisite.top/ysp.php?id=cctv5p
CCTV6,http://jiexi.bulisite.top/ysp.php?id=cctv6
CCTV7,http://jiexi.bulisite.top/ysp.php?id=cctv7
CCTV8,http://jiexi.bulisite.top/ysp.php?id=cctv8
CCTV9,http://jiexi.bulisite.top/ysp.php?id=cctv9
CCTV10,http://jiexi.bulisite.top/ysp.php?id=cctv10
CCTV11,http://jiexi.bulisite.top/ysp.php?id=cctv11
CCTV12,http://jiexi.bulisite.top/ysp.php?id=cctv12
CCTV13,http://jiexi.bulisite.top/ysp.php?id=cctv13
CCTV14,http://jiexi.bulisite.top/ysp.php?id=cctv14
CCTV15,http://jiexi.bulisite.top/ysp.php?id=cctv15
CCTV-17,http://jiexi.bulisite.top/ysp.php?id=cctv17

卫视频道,#genre#
湖南卫视,http://jiexi.bulisite.top/ysp.php?id=hnwshd
浙江卫视,http://jiexi.bulisite.top/ysp.php?id=zjws
江苏卫视,http://jiexi.bulisite.top/ysp.php?id=jsws
北京卫视,http://jiexi.bulisite.top/ysp.php?id=bjws
东方卫视,http://jiexi.bulisite.top/ysp.php?id=dfws
广东卫视,http://jiexi.bulisite.top/ysp.php?id=gdws
深圳卫视,http://jiexi.bulisite.top/ysp.php?id=szws
河南卫视,http://jiexi.bulisite.top/ysp.php?id=hnws
山东卫视,http://jiexi.bulisite.top/ysp.php?id=sdws
湖北卫视,http://jiexi.bulisite.top/ysp.php?id=hbwshd
安徽卫视,http://jiexi.bulisite.top/ysp.php?id=ahws
东南卫视,http://jiexi.bulisite.top/ysp.php?id=dnws
江西卫视,http://jiexi.bulisite.top/ysp.php?id=jxws
四川卫视,http://jiexi.bulisite.top/ysp.php?id=scws
贵州卫视,http://jiexi.bulisite.top/ysp.php?id=gzws
重庆卫视,http://jiexi.bulisite.top/ysp.php?id=cqws
海南卫视,http://jiexi.bulisite.top/ysp.php?id=hanws
河北卫视,http://jiexi.bulisite.top/ysp.php?id=hebws
河南卫视,http://jiexi.bulisite.top/ysp.php?id=henws
辽宁卫视,http://jiexi.bulisite.top/ysp.php?id=ljws
黑龙江卫视,http://jiexi.bulisite.top/ysp.php?id=hljws
广西卫视,http://jiexi.bulisite.top/ysp.php?id=gxws
吉林卫视,http://jiexi.bulisite.top/ysp.php?id=jlws
宁夏卫视,http://jiexi.bulisite.top/ysp.php?id=nxws
陕西卫视,http://jiexi.bulisite.top/ysp.php?id=sxws
甘肃卫视,http://jiexi.bulisite.top/ysp.php?id=gsws
青海卫视,http://jiexi.bulisite.top/ysp.php?id=qhws
天津卫视,http://jiexi.bulisite.top/ysp.php?id=tjws


虎牙频道,#genre#
电影最TOP,http://live.aptvapp.com/live/huya/11774959?platform=h5&line=first&quality=10000
阿斗归来了,http://live.aptvapp.com/live/huya/13303478?platform=h5&line=first&quality=10000
周星星,http://live.aptvapp.com/live/huya/11342412?platform=h5&line=first&quality=10000
小田儿解说,http://live.aptvapp.com/live/huya/27833739?platform=h5&line=first&quality=10000
陈翔六点半,http://live.aptvapp.com/live/huya/11274154?platform=h5&line=first&quality=10000
yd丶小九,http://live.aptvapp.com/live/huya/27858229?platform=h5&line=first&quality=10000
DD-娜娜,http://live.aptvapp.com/live/huya/26590882?platform=h5&line=first&quality=10000
鯎爺,http://live.aptvapp.com/live/huya/11352944?platform=h5&line=first&quality=10000
SMG最强大脑,http://live.aptvapp.com/live/huya/11352914?platform=h5&line=first&quality=10000
武林萌主唐小姐,http://live.aptvapp.com/live/huya/11336726?platform=h5&line=first&quality=10000
心动--铁柱妹妹,http://live.aptvapp.com/live/huya/28426547?platform=h5&line=first&quality=10000
艾琳吖【豫双温】,http://live.aptvapp.com/live/huya/52133?platform=h5&line=first&quality=10000
小木子先生丶,http://live.aptvapp.com/live/huya/11342396?platform=h5&line=first&quality=10000
SJ-饭宝,http://live.aptvapp.com/live/huya/28359460?platform=h5&line=first&quality=10000
香港喜剧大全,http://live.aptvapp.com/live/huya/23865080?platform=h5&line=first&quality=10000
DD-小熊,http://live.aptvapp.com/live/huya/27125437?platform=h5&line=first&quality=10000
SJ-流氓兔兔、,http://live.aptvapp.com/live/huya/28441217?platform=h5&line=first&quality=10000
奶凶未断奶yoy,http://live.aptvapp.com/live/huya/23449284?platform=h5&line=first&quality=10000
微竞-艾妮,http://live.aptvapp.com/live/huya/127537?platform=h5&line=first&quality=10000
SF-嘉美,http://live.aptvapp.com/live/huya/28657127?platform=h5&line=first&quality=10000
SF-小小鱼,http://live.aptvapp.com/live/huya/27526753?platform=h5&line=first&quality=10000
二叔托马斯,http://live.aptvapp.com/live/huya/27817468?platform=h5&line=first&quality=10000
瞬间爆炸,http://live.aptvapp.com/live/huya/11352960?platform=h5&line=first&quality=10000
SJ-芝麻汤圆,http://live.aptvapp.com/live/huya/27163990?platform=h5&line=first&quality=10000
音炊渺渺儿Zzz,http://live.aptvapp.com/live/huya/265714?platform=h5&line=first&quality=10000
SJ-泡泡,http://live.aptvapp.com/live/huya/27419404?platform=h5&line=first&quality=10000
7喜先生,http://live.aptvapp.com/live/huya/11342421?platform=h5&line=first&quality=10000
微竞-项星星,http://live.aptvapp.com/live/huya/20492590?platform=h5&line=first&quality=10000
DD-小秋,http://live.aptvapp.com/live/huya/17440076?platform=h5&line=first&quality=10000
我是詹密,http://live.aptvapp.com/live/huya/11342439?platform=h5&line=first&quality=10000
集梦-邯郸电影院,http://live.aptvapp.com/live/huya/25132009?platform=h5&line=first&quality=10000
SJ-点点,http://live.aptvapp.com/live/huya/27268908?platform=h5&line=first&quality=10000
余小二【退】,http://live.aptvapp.com/live/huya/10279885?platform=h5&line=first&quality=10000
yd丶七七,http://live.aptvapp.com/live/huya/27927451?platform=h5&line=first&quality=10000
痞子帅叔叔,http://live.aptvapp.com/live/huya/11342433?platform=h5&line=first&quality=10000
呆萌小岳岳,http://live.aptvapp.com/live/huya/11342398?platform=h5&line=first&quality=10000
扁豆看电影,http://live.aptvapp.com/live/huya/16028551?platform=h5&line=first&quality=10000
种瓜得弟弟,http://live.aptvapp.com/live/huya/11352872?platform=h5&line=first&quality=10000
四次元先生,http://live.aptvapp.com/live/huya/11602071?platform=h5&line=first&quality=10000
SJya月,http://live.aptvapp.com/live/huya/27839243?platform=h5&line=first&quality=10000
【林正英】电影系列,http://live.aptvapp.com/live/huya/28274529?platform=h5&line=first&quality=10000
虎牙影院,http://live.aptvapp.com/live/huya/11601968?platform=h5&line=first&quality=10000
裸奔的蜗牛╮,http://live.aptvapp.com/live/huya/11342418?platform=h5&line=first&quality=10000
SJ-小晴天,http://live.aptvapp.com/live/huya/28465016?platform=h5&line=first&quality=10000
领带哥,http://live.aptvapp.com/live/huya/11342430?platform=h5&line=first&quality=10000
L丶小小,http://live.aptvapp.com/live/huya/25008524?platform=h5&line=first&quality=10000
偷心大盗ヽ龍宝,http://live.aptvapp.com/live/huya/11342386?platform=h5&line=first&quality=10000
鱼塘塘主张年年,http://live.aptvapp.com/live/huya/11342384?platform=h5&line=first&quality=10000
揽星-曼曼,http://live.aptvapp.com/live/huya/19491676?platform=h5&line=first&quality=10000
傻妞,http://live.aptvapp.com/live/huya/11342426?platform=h5&line=first&quality=10000
不发威当我Kitty,http://live.aptvapp.com/live/huya/11342403?platform=h5&line=first&quality=10000
心疼得抱住胖胖的自己,http://live.aptvapp.com/live/huya/11342425?platform=h5&line=first&quality=10000
No1常在心,http://live.aptvapp.com/live/huya/11342402?platform=h5&line=first&quality=10000
虎牙八点档,http://live.aptvapp.com/live/huya/880261?platform=h5&line=first&quality=10000
Wang-我的女人,http://live.aptvapp.com/live/huya/11352940?platform=h5&line=first&quality=10000
蓝凌电脑装机,http://live.aptvapp.com/live/huya/295725?platform=h5&line=first&quality=10000
sj-末末,http://live.aptvapp.com/live/huya/28494878?platform=h5&line=first&quality=10000
老雷,http://live.aptvapp.com/live/huya/11602034?platform=h5&line=first&quality=10000
SJ-娇宝,http://live.aptvapp.com/live/huya/28659075?platform=h5&line=first&quality=10000
SJ-灰灰,http://live.aptvapp.com/live/huya/27773247?platform=h5&line=first&quality=10000
全优少年,http://live.aptvapp.com/live/huya/11602081?platform=h5&line=first&quality=10000
昵称违规-QQFbPxwM1A,http://live.aptvapp.com/live/huya/11352958?platform=h5&line=first&quality=10000
狗哥吃火锅,http://live.aptvapp.com/live/huya/17269326?platform=h5&line=first&quality=10000
會唱歌的小野貓,http://live.aptvapp.com/live/huya/11352871?platform=h5&line=first&quality=10000
简小熙,http://live.aptvapp.com/live/huya/11342399?platform=h5&line=first&quality=10000
TVB官方,http://live.aptvapp.com/live/huya/23735126?platform=h5&line=first&quality=10000
悟空电脑装机,http://live.aptvapp.com/live/huya/24324961?platform=h5&line=first&quality=10000
婧丶,http://live.aptvapp.com/live/huya/26298751?platform=h5&line=first&quality=10000
我们都爱笑,http://live.aptvapp.com/live/huya/11352882?platform=h5&line=first&quality=10000
凌莲,http://live.aptvapp.com/live/huya/11602086?platform=h5&line=first&quality=10000
鱼跃-黑糖,http://live.aptvapp.com/live/huya/28040388?platform=h5&line=first&quality=10000
萌新司机,http://live.aptvapp.com/live/huya/11352881?platform=h5&line=first&quality=10000
科幻梦工场,http://live.aptvapp.com/live/huya/15152155?platform=h5&line=first&quality=10000
堆堆港剧日常,http://live.aptvapp.com/live/huya/23903123?platform=h5&line=first&quality=10000
DD-解说,http://live.aptvapp.com/live/huya/25650806?platform=h5&line=first&quality=10000
米粒电脑装机,http://live.aptvapp.com/live/huya/16929106?platform=h5&line=first&quality=10000
止戈电影,http://live.aptvapp.com/live/huya/19863777?platform=h5&line=first&quality=10000
我要在你头上暴扣,http://live.aptvapp.com/live/huya/19524135?platform=h5&line=first&quality=10000
HelloKitty,http://live.aptvapp.com/live/huya/11352879?platform=h5&line=first&quality=10000
小猪猪,http://live.aptvapp.com/live/huya/11342416?platform=h5&line=first&quality=10000
卉卉要加油哟,http://live.aptvapp.com/live/huya/18700853?platform=h5&line=first&quality=10000
核桃姐姐,http://live.aptvapp.com/live/huya/11342390?platform=h5&line=first&quality=10000
粉娘,http://live.aptvapp.com/live/huya/11601978?platform=h5&line=first&quality=10000
斌哥漫说,http://live.aptvapp.com/live/huya/18632116?platform=h5&line=first&quality=10000
南西视频,http://live.aptvapp.com/live/huya/16913382?platform=h5&line=first&quality=10000
Mz玲珑丶819,http://live.aptvapp.com/live/huya/610819?platform=h5&line=first&quality=10000
老王夸我帅,http://live.aptvapp.com/live/huya/11352964?platform=h5&line=first&quality=10000
老司机,http://live.aptvapp.com/live/huya/11352946?platform=h5&line=first&quality=10000
茱麗葉,http://live.aptvapp.com/live/huya/11602072?platform=h5&line=first&quality=10000
loVe、飘零,http://live.aptvapp.com/live/huya/11602074?platform=h5&line=first&quality=10000
我是周粤驰,http://live.aptvapp.com/live/huya/23864973?platform=h5&line=first&quality=10000
悸动,http://live.aptvapp.com/live/huya/28272846?platform=h5&line=first&quality=10000
亮哥讲电影,http://live.aptvapp.com/live/huya/16144175?platform=h5&line=first&quality=10000
樹袋熊小九九,http://live.aptvapp.com/live/huya/11282233?platform=h5&line=first&quality=10000
非凡武林,http://live.aptvapp.com/live/huya/21674665?platform=h5&line=first&quality=10000
大侠,http://live.aptvapp.com/live/huya/11602085?platform=h5&line=first&quality=10000
普通司机小马,http://live.aptvapp.com/live/huya/23749096?platform=h5&line=first&quality=10000
荒野达人,http://live.aptvapp.com/live/huya/11352975?platform=h5&line=first&quality=10000
虎牙【蛋蛋侠】,http://live.aptvapp.com/live/huya/396734?platform=h5&line=first&quality=10000
摄氏零度,http://live.aptvapp.com/live/huya/11602032?platform=h5&line=first&quality=10000
芦苇微微的弟子,http://live.aptvapp.com/live/huya/21059558?platform=h5&line=first&quality=10000
嫣然,http://live.aptvapp.com/live/huya/11601977?platform=h5&line=first&quality=10000
年月犬,http://live.aptvapp.com/live/huya/26355784?platform=h5&line=first&quality=10000
-惟美,http://live.aptvapp.com/live/huya/11352885?platform=h5&line=first&quality=10000
港剧伴你行,http://live.aptvapp.com/live/huya/23903183?platform=h5&line=first&quality=10000
阿叁,http://live.aptvapp.com/live/huya/20969141?platform=h5&line=first&quality=10000
撫孤于人也,http://live.aptvapp.com/live/huya/26355825?platform=h5&line=first&quality=10000
暴走君丶阿罪,http://live.aptvapp.com/live/huya/11342423?platform=h5&line=first&quality=10000
有点意思,http://live.aptvapp.com/live/huya/20985824?platform=h5&line=first&quality=10000
乔我说游戏频道,http://live.aptvapp.com/live/huya/17943364?platform=h5&line=first&quality=10000
鬼叔奇谈,http://live.aptvapp.com/live/huya/20985821?platform=h5&line=first&quality=10000
冷门港片大全,http://live.aptvapp.com/live/huya/23903196?platform=h5&line=first&quality=10000
赛文777,http://live.aptvapp.com/live/huya/21059607?platform=h5&line=first&quality=10000
刘老师说电影,http://live.aptvapp.com/live/huya/20289754?platform=h5&line=first&quality=10000
性感大妈,http://live.aptvapp.com/live/huya/11602075?platform=h5&line=first&quality=10000
西瓜讲电影,http://live.aptvapp.com/live/huya/27742216?platform=h5&line=first&quality=10000
爆款手机评测,http://live.aptvapp.com/live/huya/26355815?platform=h5&line=first&quality=10000
嫩模下厨房,http://live.aptvapp.com/live/huya/23735181?platform=h5&line=first&quality=10000
胖次过肩摔,http://live.aptvapp.com/live/huya/11352903?platform=h5&line=first&quality=10000
曾繼君,http://live.aptvapp.com/live/huya/26355833?platform=h5&line=first&quality=10000
实力拔萝卜,http://live.aptvapp.com/live/huya/11601960?platform=h5&line=first&quality=10000
浮生没有若梦,http://live.aptvapp.com/live/huya/11601986?platform=h5&line=first&quality=10000
艺术旅者,http://live.aptvapp.com/live/huya/20985798?platform=h5&line=first&quality=10000
糊了的胡萝卜,http://live.aptvapp.com/live/huya/25725150?platform=h5&line=first&quality=10000
李小哇絮叨叨,http://live.aptvapp.com/live/huya/18441722?platform=h5&line=first&quality=10000
Yummy,http://live.aptvapp.com/live/huya/11336587?platform=h5&line=first&quality=10000
加班狗,http://live.aptvapp.com/live/huya/11352891?platform=h5&line=first&quality=10000
鄉8佬,http://live.aptvapp.com/live/huya/11352920?platform=h5&line=first&quality=10000
冰火岛一霸,http://live.aptvapp.com/live/huya/21059563?platform=h5&line=first&quality=10000
--娇妹,http://live.aptvapp.com/live/huya/11342404?platform=h5&line=first&quality=10000
战斗联盟,http://live.aptvapp.com/live/huya/11342413?platform=h5&line=first&quality=10000
越哥说电影,http://live.aptvapp.com/live/huya/15894162?platform=h5&line=first&quality=10000
科技这样玩,http://live.aptvapp.com/live/huya/11602033?platform=h5&line=first&quality=10000
ByDiy,http://live.aptvapp.com/live/huya/20985807?platform=h5&line=first&quality=10000
